Date,Opponent,Result,W-L (Conference),HI Points,HI Rebounds,HI Assists,"Home/Away (Home 1, Away 0)","Win/Loss (Win 1, Loss 0)",Season Start Year,Score,Points Team Scored,Game ID,Team,Field Goal %,Three Point %,Free Throw %,Rebounds,Offensive Rebounds,Defensive Rebounds,Team Rebounds,Assists,Steals,Blocks,Total Turnovers,Fouls,Technical Fouls,Flagrant Fouls,Largest Lead
"Tue, Nov 19",vs Maine,W72-53,3-1 (0-0),Stewart 16,Stewart 9,McDaniels 4,1,1,2020,72-53,72,401170587,Washington,41.2,33.3,50,35,6,29,0,18,2,2,20,17,0,0,5
"Fri, Nov 22",vs Montana,W73-56,4-1 (0-0),Stewart 18,Wright 8,McDaniels 3,1,1,2020,73-56,73,401166443,Washington,33.3,40.9,69.2,27,9,18,0,13,7,0,20,33,1,0,1
"Mon, Dec 2",vs South Dakota,W75-55,6-1 (0-0),McDaniels 20,Stewart 15,McDaniels 3,1,1,2020,75-55,75,401170606,Washington,33.8,17.4,53.8,35,9,26,0,8,3,1,10,15,0,0,5
"Sun, Dec 8",vs 9 Gonzaga,L83-76,7-2 (0-0),Stewart 21,Stewart 10,Green 8,1,0,2020,83-76,76,401170617,Washington,47.8,28.6,78.6,36,11,25,0,15,12,1,12,18,0,0,9
"Tue, Dec 17",vs Seattle U,W81-59,8-2 (0-0),Stewart 27,Stewart 13,McDaniels 4,1,1,2020,81-59,81,401170630,Washington,36.1,21.7,76.9,30,11,19,0,8,4,1,10,18,0,0,3
"Mon, Dec 23",vs Hawai'i *,W72-61,10-2 (0-0),Stewart 26,Stewart 13,Green 7,1,1,2020,72-61,72,401182618,Washington,46.2,20,72.4,42,8,34,0,12,8,4,17,18,1,0,15
"Wed, Dec 25",vs Houston *,L75-71,10-3 (0-0),Stewart 25,Stewart 8,Green 7,1,0,2020,75-71,71,401182623,Washington,37.3,36.4,94.4,37,16,21,0,13,6,3,7,16,0,0,6
"Thu, Jan 2",vs UCLA,L66-64,10-4 (0-1),Stewart 24,Stewart 11,Green 4,1,0,2020,66-64,64,401170647,Washington,39.3,38.5,53.3,38,22,16,0,15,6,2,15,25,0,0,11
"Sun, Jan 5",vs USC,W72-40,11-4 (1-1),Stewart 18,Stewart 10,Green 5,1,1,2020,72-40,72,401170653,Washington,20,13.3,48,46,24,22,0,5,9,1,21,17,0,0,0
"Thu, Jan 9",@ Stanford,L61-55,11-5 (1-2),McDaniels 18,McDaniels 15,Hardy 3,0,0,2020,61-55,55,401170657,Washington,38.5,17.6,48,46,16,30,0,5,8,5,21,18,0,0,12
"Sat, Jan 11",@ California,L61-58 OT,11-6 (1-3),Stewart 13,McDaniels 11,Wright 3,0,0,2020,61-58,58,401170658,Washington,29.5,25,77.8,44,14,30,0,10,3,4,13,10,0,0,4
"Thu, Jan 16",vs Oregon State,W64-56,12-6 (2-3),Stewart 13,Carter 7,Bey 3,1,1,2020,64-56,64,401170668,Washington,39.2,16.7,63.6,36,14,22,0,13,5,2,9,11,0,0,0
"Sat, Jan 18",vs 8 Oregon,L64-61 OT,12-7 (2-4),Stewart 25,Stewart 19,Stewart 2,1,0,2020,64-61,61,401170673,Washington,34.3,25,57.9,43,19,24,0,12,9,3,8,24,0,0,5
"Sat, Jan 25",@ 23 Colorado,L76-62,12-9 (2-6),Stewart 23,Stewart 8,Wright 5,0,0,2020,76-62,62,401170681,Washington,41.8,47.8,50,27,6,21,0,16,9,7,18,13,2,0,3
"Thu, Jan 30",vs Arizona,L75-72,12-10 (2-7),Battle 14,Stewart 11,McDaniels 5,1,0,2020,75-72,72,401170691,Washington,38.7,38.5,73.9,37,12,25,0,17,8,1,10,14,0,0,10
"Sat, Feb 1",vs Arizona State,L87-83,12-11 (2-8),Tsohonis 19,Carter 6,Bey 3,1,0,2020,87-83,83,401170695,Washington,45.6,28.6,81.8,42,10,32,0,9,8,2,19,26,0,0,13
"Thu, Feb 13",@ USC,L62-56,12-13 (2-10),McDaniels 19,McDaniels 12,Carter 6,0,0,2020,62-56,56,401170713,Washington,35,26.7,85.7,38,8,30,0,14,4,7,11,13,0,0,7
"Sat, Feb 15",@ UCLA,L67-57,12-14 (2-11),Stewart 15,Stewart 10,Tsohonis 3,0,0,2020,67-57,57,401170716,Washington,41.2,33.3,63.6,33,11,22,0,11,7,3,18,18,0,0,12
"Thu, Feb 20",vs Stanford,L72-64,12-15 (2-12),Stewart 14,Carter 9,Stewart 3,1,0,2020,72-64,64,401170725,Washington,47.3,38.9,68.4,36,5,31,0,11,4,4,11,16,0,0,12
"Fri, Feb 28",vs Washington State,L78-74,13-16 (3-13),McDaniels 19,Stewart 11,Tsohonis 2,1,0,2020,78-74,74,401170737,Washington,50,36.8,85.2,34,7,27,0,13,6,3,21,24,0,0,13
"Thu, Mar 5",@ Arizona State,W90-83,14-16 (4-13),Carter 23,Stewart 12,Hardy 5,0,1,2020,90-83,90,401170743,Washington,50.8,42.3,86.4,40,10,30,0,19,6,4,14,12,0,0,9
"Sat, Mar 7",@ Arizona,W69-63,15-16 (5-13),McDaniels 20,Stewart 7,Tsohonis 5,0,1,2020,69-63,69,401170746,Washington,42.9,35.3,88.2,31,6,25,0,11,11,5,14,19,1,0,17
"Wed, Mar 11",vs Arizona *,L77-70,15-17 (5-13),Stewart 29,Stewart 12,McDaniels 3,1,0,2020,77-70,70,401211619,Washington,39.7,13,87.5,41,10,31,0,7,9,2,19,23,0,0,2
